The path to the mountaintop cannot be predetermined by experts. Free learning provides freedom for an individual to find her own path|Piotr Wozniak|https://supermemo.guru/wiki/Mountain_climb_metaphor_of_schooling|Mountain climb metaphor of schooling
Incremental reading is the best known way to practically augment human intelligence|Piotr Wozniak|https://supermemo.guru/wiki/Mountain_climb_metaphor_of_schooling|Mountain climb metaphor of schooling
Cognitive development counts more than academic achievement!|Piotr Wozniak|https://supermemo.guru/wiki/Daycare_infections|Daycare infections
If daycare shifts the burden of disease to earlier ages, it contributes to worse long-term cognitive outcomes.|Piotr Wozniak|https://supermemo.guru/wiki/Daycare_infections|Daycare infections
The safest strategy for building up adaptive immunity is to tackle infections one at a time.|Piotr Wozniak|https://supermemo.guru/wiki/Daycare_infections|Daycare infections
Cognitive biases and bad design make school curriculum evolve towards increasing school hate|Piotr Wozniak|https://supermemo.guru/wiki/Asemantic_curriculum|Asemantic curriculum
Cognitive biases and ancient mythology make schools evolve towards their own demise|Piotr Wozniak|https://supermemo.guru/wiki/Asemantic_curriculum|Asemantic curriculum
The vision of great education stays the same, its proponents keep dying, and the rat race for certificates continues|Piotr Wozniak|https://supermemo.guru/wiki/Asemantic_curriculum|Asemantic curriculum
For a slow reader, the first step to faster reading is more reading!|Piotr Wozniak|https://supermemo.guru/wiki/How_can_I_read_faster%3F|How can I read faster?
In reading, the optimum inflow of knowledge is largely independent of reading skills. This is why the speed of reading matters only for slow readers|Piotr Wozniak|https://supermemo.guru/wiki/How_can_I_read_faster%3F|How can I read faster?
With incremental reading you can crank up the speed of reading towards virtual infinity, while still aiming at maximum comprehension|Piotr Wozniak|https://supermemo.guru/wiki/How_can_I_read_faster%3F|How can I read faster?
Incremental reading gives you knowlede for life|Piotr Wozniak|https://supermemo.guru/wiki/How_can_I_read_faster%3F|How can I read faster?
Neurogenesis, neurite dynamics, and other conceptualization processes are the likely cause of childhood amnesia|Piotr Wozniak|https://supermemo.guru/wiki/Conceptualization_theory_of_childhood_amnesia|Conceptualization theory of childhood amnesia
Early academic instruction is harmful. It undermines child's intelligence by interfering with the conceptualization process of the growing brain|Piotr Wozniak|https://supermemo.guru/wiki/Conceptualization_theory_of_childhood_amnesia|Conceptualization theory of childhood amnesia
The learn drive is powered by matching new knowledge to existing models|Piotr Wozniak|https://supermemo.guru/wiki/Crushing_student_convictions|Crushing student convictions
Self-directed learning is the future, and the myth of irrelevant convictions stands on the way to that future.|Piotr Wozniak|https://supermemo.guru/wiki/Crushing_student_convictions|Crushing student convictions
Local optimization and the wisdom of the crowds can be employed to transition towards a perfect model of education.|Piotr Wozniak|https://supermemo.guru/wiki/Education_Reform|Education Reform
Educational systems are optimized without employing the neural networks that power the learn drive. Education is optimized without employing the best natural optimization tool in existence. As a result, school systems drift in dangerous directions that affect millions of kids around the world. The negative outcomes will last for generations!|Piotr Wozniak|https://supermemo.guru/wiki/Education_Reform|Education Reform
Effective learning methods expose the abysmal inefficiency of schooling! SuperMemo produced in a month as much as schools have produced in 13 years|Piotr Wozniak|https://supermemo.guru/wiki/13_years_of_school_in_a_month|13 years of school in a month
Disrespect for the hygiene of learning can be detrimental for the brain|Piotr Wozniak|https://supermemo.guru/wiki/Bad_learning_contributes_to_Alzheimer%27s|Bad learning contributes to Alzheimer's
Quality learning will not cause memory overload because it produces compact representations. However, bad learning in stressful conditions might go against the mental hygiene and indeed be harmful|Piotr Wozniak|https://supermemo.guru/wiki/Bad_learning_contributes_to_Alzheimer%27s|Bad learning contributes to Alzheimer's
Bad learning habits fostered by schooling underlie cognitive maladaptations in adult life, and might be the chief behavioral cause of Alzheimer's|Piotr Wozniak|https://supermemo.guru/wiki/How_schools_can_contribute_to_Alzheimer%27s_disease|How schools can contribute to Alzheimer's disease
Sturdy brain is the best insurance against senile dementia|Piotr Wozniak|https://supermemo.guru/wiki/How_schools_can_contribute_to_Alzheimer%27s_disease|How schools can contribute to Alzheimer's disease
As much as all electronic equipment provides conditions of good use, the brain manual calls for brain hygiene that includes smart learning and plenty of sleep|Piotr Wozniak|https://supermemo.guru/wiki/How_schools_can_contribute_to_Alzheimer%27s_disease|How schools can contribute to Alzheimer's disease
The faster the train, the lesser the chance to enjoy the landscape views. At some speed, beautiful rainforest and a post-industrial wasteland look all the same.|Piotr Wozniak|https://supermemo.guru/wiki/Futility_of_schooling|Futility of schooling
As it is possible to condition a Pavlov's dog to fear the sound of a bell, it is possible to condition a human being to panic at the sight of a math formula|Piotr Wozniak|https://supermemo.guru/wiki/Toxic_memory|Toxic memory
Toxic memory is essential for understanding that early and accelerated education may be dangerous!|Piotr Wozniak|https://supermemo.guru/wiki/Toxic_memory|Toxic memory
Displeasure in learning carries a risk of developing toxic memories that may have a dramatic long-term impact on the Learn drive (i.e. interest in learning)|Piotr Wozniak|https://supermemo.guru/wiki/Toxic_memory|Toxic memory
The school system is an inherently unhappy structure. It has an uncanny ability to turn learning, one of the greatest joys of life, into a form of mental torture.|Piotr Wozniak|https://supermemo.guru/wiki/Toxic_memory|Toxic memory
Only natural learning reliant on the learn drive makes it possible to form a coherent mnemonic representations that last for life|Piotr Wozniak|https://supermemo.guru/wiki/Toxic_memory|Toxic memory
Misemployment of the learn drive, the genius neural mechanisms developed in the course of evolution, is the key tragedy of modern mass education|Piotr Wozniak|https://supermemo.guru/wiki/Toxic_memory|Toxic memory
The difference between a forgotten memory and a toxic memory in SuperMemo is that the first thing you remember about a toxic question is that you do not remember the answer|Piotr Wozniak|https://supermemo.guru/wiki/Toxic_memory|Toxic memory
Childhood passions can germinate and branch out in many directions. All they need is a conducive exploratory environment. Passions feed on time, love, and access to knowledge. The latter is pretty easy in the era of the Internet|Piotr Wozniak|https://supermemo.guru/wiki/Mountain_climb_metaphor_(example)|Mountain climb metaphor (example)
Coercion, by definition, violates the Fundamental law of learning|Piotr Wozniak|https://supermemo.guru/wiki/Can_coercion_cause_dyslexia%3F|Can coercion cause dyslexia?
Hard data is useful, but lack thereof does not render a good mind impotent|Piotr Wozniak|https://supermemo.guru/wiki/Can_coercion_cause_dyslexia%3F|Can coercion cause dyslexia?
The education system design counters half a billion years of the evolution of the nervous system|Piotr Wozniak|https://supermemo.guru/wiki/Education_counteracts_evolution|Education counteracts evolution
Efficient learning is based on exploration. While exploring the labyrinth of life, we look for jigsaw pieces of information that match the puzzle of knowledge. As we keep exploring, we build the jigsaw puzzle. This way a rat may explore an island as depicted here|Piotr Wozniak|https://supermemo.guru/wiki/Education_counteracts_evolution|Education counteracts evolution
Compulsory schooling triggers mechanisms that block exploratory learning that underlies efficient acquisition of knowledge and skills|Piotr Wozniak|https://supermemo.guru/wiki/Education_counteracts_evolution|Education counteracts evolution
Evolution of knowledge is convergent onto an ever improving approximation of reality. Accelerated dissemination of information, accelerates the convergence of knowledge|Piotr Wozniak|https://supermemo.guru/wiki/On_freedom_of_education_and_freedom_of_information|On freedom of education and freedom of information
School system plays God and determines who is good and who is bad. Goodness is not a matter of quality, but a matter of compliance|Piotr Wozniak|https://supermemo.guru/wiki/School_dropouts|School dropouts
Governments waste billions to achieve what comes naturally, and destroy passion for what might be achieved later|Piotr Wozniak|https://supermemo.guru/wiki/School_dropouts|School dropouts
Many of my references disagree with my point of view, which I explain in the accompanying commentary|Piotr Wozniak|https://supermemo.guru/wiki/References|References
Mass production of great teachers is as hard as mass production of genius.|Piotr Wozniak|https://supermemo.guru/wiki/Bill_Gates_is_wrong_about_education|Bill Gates is wrong about education
Nearly all adults take an adult-centric point of view and this might be one of the greatest dramas of modern education.|Piotr Wozniak|https://supermemo.guru/wiki/Bill_Gates_is_wrong_about_education|Bill Gates is wrong about education
Do not invest in schooling in the industrialized world. This brings miniscule returns on investment. Invest in bringing the web to all kids in all corners of the world. This will change this planet!|Piotr Wozniak|https://supermemo.guru/wiki/Bill_Gates_is_wrong_about_education|Bill Gates is wrong about education
Children often hate school and they have well justified reasons|Piotr Wozniak|https://supermemo.guru/wiki/Why_kids_hate_school%3F|Why kids hate school?
Striving at early achievement may result in compromising intelligence|Piotr Wozniak|https://supermemo.guru/wiki/Precocity_paradox|Precocity paradox
Good learning is inherently pleasurable, and without pleasure there is no good learning.|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
The ideal path towards developing healthy network valuations is a childhood sheltered from trauma and chronic stress, with no external stressors shaping emotional valuations, plenty of play, and free learning in large behavioral spaces|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
Small investments in learning can produce dramatic changes to individual lives and to the entire planet!|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
Endless fake rewards and micro-penalties may turn off knowledge valuations and undermine long-term learning at school|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
Without knowledge valuations, human existence become a joyless set of habits|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
We need to design an education system in which kids do not need to battle for the right to develop|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
Learntropy is the attractiveness of any educative signal as determined by the learn drive system.|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
The only reliable detector of knowledge complementarity and coherence are the neural networks of the learn drive system. This is why knowledge cannot be prepackaged and imposed on students.|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
All people with mood swings should consider learning as therapy.|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
The learn drive reward comes from high-value knowledge ready for long-term storage.|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
"
Pleasurable learning can be buried in displeasure caused by stress, bad people, bad schools, bad textbooks, and more."|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
When there is no pleasure, there is no good learning.|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
Students of the world unite! You no longer need to suffer the pain of learning. If you suffer, you have your basic student right to protest. If you suffer, something is going wrong! You can stop learning! If anyone demands learning from you, and you do not enjoy it, you can strike back, and demand pleasurable learning! This is not your elitist hedonistic weak heart demand. This is a demand of reason. No pleasure, no learning! Your suffering is a waste of time, a waste of health, and a waste of human global resources!|Piotr Wozniak|https://supermemo.guru/wiki/Pleasure_of_learning|Pleasure of learning
Socialization model illustrates shortcomings of modern mass socialization via schooling.|Piotr Wozniak|https://supermemo.guru/wiki/Optimal_socialization|Optimal socialization
"
 The minimum goal of early socialization should be to establish a platform for lifelong learning in the area of social competence
 The ultimate goal of lifelong socialization is to equip the individual with skills that will make her an effective member of society
 We should not demand that socialization lead to skills aimed at pleasing others at the cost of one's own effective social function
 Socialization must be individualistic, appetitive and free. It should take into account individual preferences, personalities, and values"|Piotr Wozniak|https://supermemo.guru/wiki/Optimal_socialization|Optimal socialization
If life is a rich jungle, school is a human-made farmyard. Farm animals don't survive well in the wild.|Piotr Wozniak|https://supermemo.guru/wiki/Optimal_socialization|Optimal socialization
Bullying is innate and all kid groups left alone to their devices will likely experience bullying in the long run.|Piotr Wozniak|https://supermemo.guru/wiki/Optimal_socialization|Optimal socialization
"Socialization should be rich, open, and free:
 Rich socialization is one where kids experience interaction with a rich array of personalities of different ages, personalities, and abilities, in a rich array of contexts.
 Open socialization means a natural, self-regulating flow of actors in the socialization game. Openness is punitive for bad actors, liberating for weaker actors, and educational for everyone.
 Free socialization means minimal interference from the adult world. There is nothing wrong with parents playing matchmakers. However, once the kids interact, they need to be able to enact their own world governed by their own rules."|Piotr Wozniak|https://supermemo.guru/wiki/Optimal_socialization|Optimal socialization
Children should be allowed to soak in knowledge at high speeds, instead of being tormented with a trickle of bits transmitted at slow rate in an inefficient code|Piotr Wozniak|https://supermemo.guru/wiki/Tunnel_vision_of_school_letteracy|Tunnel vision of school letteracy
Parents who attempt to control the education of their children risk exposing them to severe maladaptation with serious implications for the mental health of the entire generation|Piotr Wozniak|https://supermemo.guru/wiki/Tunnel_vision_of_school_letteracy|Tunnel vision of school letteracy
If we free the kids, the innovation will happen! Formal instruction steals their youth and passions|Piotr Wozniak|https://supermemo.guru/wiki/PISA_fuels_the_education_arms_race|PISA fuels the education arms race
While freedom has a fantastic impact on creativity and problem solving, it may negatively affect domain-specific test scores|Piotr Wozniak|https://supermemo.guru/wiki/PISA_fuels_the_education_arms_race|PISA fuels the education arms race
PISA tests are a great research tool. They should not be an optimization tool|Piotr Wozniak|https://supermemo.guru/wiki/PISA_fuels_the_education_arms_race|PISA fuels the education arms race
We keep optimizing schools instead of focusing on optimizing the conditions for kids to employ free learning|Piotr Wozniak|https://supermemo.guru/wiki/PISA_fuels_the_education_arms_race|PISA fuels the education arms race
Free learning based on the learn drive needs no optimization and no verification. It is a self-regulating entity|Piotr Wozniak|https://supermemo.guru/wiki/PISA_fuels_the_education_arms_race|PISA fuels the education arms race
Great brains change the world, and great brains need no benchmark|Piotr Wozniak|https://supermemo.guru/wiki/PISA_fuels_the_education_arms_race|PISA fuels the education arms race
"The best way to prevent Educational Armageddon is ""Zero Option"": make education voluntary!"|Piotr Wozniak|https://supermemo.guru/wiki/PISA_fuels_the_education_arms_race|PISA fuels the education arms race
Due to an exponential increase in the awareness of the bad effects of schooling, reforms in the direction of free learning are inevitable, and not far away|Piotr Wozniak|https://supermemo.guru/wiki/School|School
The more we school, the less we practice the art of parenting, and the more we needed teachers|Piotr Wozniak|https://supermemo.guru/wiki/Do_we_need_teachers%3F|Do we need teachers?
In modern education, the concept of a teacher will become obsolete|Piotr Wozniak|https://supermemo.guru/wiki/Do_we_need_teachers%3F|Do we need teachers?
The more massive the learning at school, the more we think we need teachers, and the less we see the problem of interference in asemantic learning|Piotr Wozniak|https://supermemo.guru/wiki/Do_we_need_teachers%3F|Do we need teachers?
If knowledge is like a jigsaw puzzle, child's brain will reject new pieces that do not fit the puzzle.|Piotr Wozniak|https://supermemo.guru/wiki/SuperMemo_does_not_work_for_kids|SuperMemo does not work for kids
"For a child, the best form of learning is to ""experience life"""|Piotr Wozniak|https://supermemo.guru/wiki/SuperMemo_does_not_work_for_kids|SuperMemo does not work for kids
Early education must be child-led education at the risk of inflicting harm on young brains!|Piotr Wozniak|https://supermemo.guru/wiki/SuperMemo_does_not_work_for_kids|SuperMemo does not work for kids
When SuperMemo starts working, the news is not so happy: the brain is past its most explosive growth phase|Piotr Wozniak|https://supermemo.guru/wiki/SuperMemo_does_not_work_for_kids|SuperMemo does not work for kids
Those who accelerate early may stagnate early|Piotr Wozniak|https://supermemo.guru/wiki/How_baby_brain_does_not_work|Precocity paradox: early instruction may hurt the long-term growth
Stable old knowledge and fresh new knowledge are both essential in effective problem solving. Both contribute to the learn drive, creativity, and a happy mindset|Piotr Wozniak|https://supermemo.guru/wiki/Knowledge_in_creative_problem_solving|Knowledge in creative problem solving
The creative power of incremental reading rests in part on the randomized interleaving of new knowledge with old knowledge|Piotr Wozniak|https://supermemo.guru/wiki/Knowledge_in_creative_problem_solving|Knowledge in creative problem solving
Classrooms hurt discovery learning more than they hurt the cognitive response to direct instruction. The culprit is the classrooms, not the discovery|Piotr Wozniak|https://supermemo.guru/wiki/Direct_instruction_blocks_pathways_to_great_discoveries|Direct instruction blocks pathways to great discoveries
The only difference between folk knowledge and academic knowledge is its complexity, applicability, and the semantic proximity to sensory origins|Piotr Wozniak|https://supermemo.guru/wiki/Direct_instruction_blocks_pathways_to_great_discoveries|Direct instruction blocks pathways to great discoveries
Today I struggle to explain the harms of schooling. The kids of tomorrow will see it all as obvious. This will not be a result of the evolution of the brain. This will be the outcome of the evolution of human knowledge|Piotr Wozniak|https://supermemo.guru/wiki/Direct_instruction_blocks_pathways_to_great_discoveries|Direct instruction blocks pathways to great discoveries
The learning difference between speech and reading is in the environment, not in the brain|Piotr Wozniak|https://supermemo.guru/wiki/Direct_instruction_blocks_pathways_to_great_discoveries|Direct instruction blocks pathways to great discoveries
Schools diminish the generalization toolset. Instead, kids are often gifted with a rich set of toxic memories|Piotr Wozniak|https://supermemo.guru/wiki/Direct_instruction_blocks_pathways_to_great_discoveries|Direct instruction blocks pathways to great discoveries
Schooling destroys new knowledge via interference. More speed and volume translate to less learning|Piotr Wozniak|https://supermemo.guru/wiki/On_the_superiority_of_a_rat_over_a_schooled_human|On the superiority of a rat over a schooled human
Schools are inefficient because of the excessive speed of learning, arbitrary choice of knowledge, stress, poor sleep, and loss of love of learning|Piotr Wozniak|https://supermemo.guru/wiki/On_the_superiority_of_a_rat_over_a_schooled_human|On the superiority of a rat over a schooled human
Effective learning methods expose the abysmal inefficiency of schooling! SuperMemo produced in a month as much as schools have produced in 13 years|Piotr Wozniak|https://supermemo.guru/wiki/Schools_are_useless_in_teaching_English!|Schools are useless in teaching English!
Memorization is easy. The hard part is to retain knowledge for years.|Piotr Wozniak|https://supermemo.guru/wiki/Learning_history:_school_vs._self-directed_learning|Learning history: school vs. self-directed learning
In learning history, school proved 16-50 times less efficient than free learning|Piotr Wozniak|https://supermemo.guru/wiki/Learning_history:_school_vs._self-directed_learning|Learning history: school vs. self-directed learning
Instilling passion in kids is a noble exercise. However, compulsory education carries inherent flaws that overwhelmingly work against that effort. Explaining the importance of knowledge is vital but it generally does not work. Even the best teachers keep failing.|Piotr Wozniak|https://supermemo.guru/wiki/Learning_history:_school_vs._self-directed_learning|Learning history: school vs. self-directed learning
The freedom to explore is the best accelerator of good learning|Piotr Wozniak|https://supermemo.guru/wiki/Learning_history:_school_vs._self-directed_learning|Learning history: school vs. self-directed learning
By taking away all youth for focused study, we destroy the creative potential in the young generation. It is time for all educators, teachers, and parents who did not get this message to wake up and understand that we need both: Focus and Creativity|Piotr Wozniak|https://supermemo.guru/wiki/Confusing_creativity_with_ADHD|Confusing creativity with ADHD
Modern classrooms are a breeding ground for the overdiagnosis of ADHD|Piotr Wozniak|https://supermemo.guru/wiki/Confusing_creativity_with_ADHD|Confusing creativity with ADHD
The best formula for efficient problem solving is to hook up creativity to the circadian cycle!|Piotr Wozniak|https://supermemo.guru/wiki/Confusing_creativity_with_ADHD|Confusing creativity with ADHD
Schools are destroyers of creative brainwork!|Piotr Wozniak|https://supermemo.guru/wiki/Confusing_creativity_with_ADHD|Confusing creativity with ADHD
For human mind, the learn drive is the source of inexhaustible reward|Piotr Wozniak|https://supermemo.guru/wiki/Modern_education_is_a_threat_to_the_survival_of_mankind|Modern education is a threat to the survival of mankind
The best insurance policy for mankind is to free the young generation to explore the world in their own way|Piotr Wozniak|https://supermemo.guru/wiki/Modern_education_is_a_threat_to_the_survival_of_mankind|Modern education is a threat to the survival of mankind
Graphs presented below show how the association with school can literally turn off long-term memory|Piotr Wozniak|https://supermemo.guru/wiki/How_school_turns_off_memory|How school turns off memory
The pleasure of learning plays a role in recall even if it is not directly associated with the content of knowledge|Piotr Wozniak|https://supermemo.guru/wiki/How_school_turns_off_memory|How school turns off memory
One memorable event may count for more than dozens of repetitions for school|Piotr Wozniak|https://supermemo.guru/wiki/How_school_turns_off_memory|How school turns off memory
A bad memory for the school material might result from the conditioned depreciation of knowledge that cuts off the recall and/or consolidation signal|Piotr Wozniak|https://supermemo.guru/wiki/How_school_turns_off_memory|How school turns off memory
Self-directed free learning exhibits unmatched efficiency at younger ages. Intervention in that process is usually harmful|Piotr Wozniak|https://supermemo.guru/wiki/How_school_turns_off_memory|How school turns off memory
Minor changes in the context, may result in major differences in recall|Piotr Wozniak|https://supermemo.guru/wiki/How_school_turns_off_memory|How school turns off memory
At school, instead of learning, kids often learn to dislike learning|Piotr Wozniak|https://supermemo.guru/wiki/How_school_turns_off_memory|How school turns off memory
In educational goal setting, schools create a fake problem and then take credit for solving it|Piotr Wozniak|https://supermemo.guru/wiki/Exponential_acceleration_in_free_learning|Exponential acceleration in free learning
Kids are not fantastic learners, their amazing learning outcomes stem from freedom|Piotr Wozniak|https://supermemo.guru/wiki/Exponential_acceleration_in_free_learning|Exponential acceleration in free learning
Understanding childhood amnesia is essential for protecting kids from the harm of early acceleration programs|Piotr Wozniak|https://supermemo.guru/wiki/Childhood_amnesia|Childhood amnesia
Rapid growth of the brain in early development involves neurogenesis and other processes that interfere with survival of early memories.|Piotr Wozniak|https://supermemo.guru/wiki/Childhood_amnesia|Childhood amnesia
Before puberty, brain development is more about structural crystallization than about declarative learning. This is why play and exploration should receive priority over schooling|Piotr Wozniak|https://supermemo.guru/wiki/Childhood_amnesia|Childhood amnesia
Early schooling is likely to cause an accelerated loss of childhood memories|Piotr Wozniak|https://supermemo.guru/wiki/Childhood_amnesia|Childhood amnesia
Children often hate school and they have well justified reasons|Piotr Wozniak|https://supermemo.guru/wiki/Why_do_kids_hate_school%3F|Why kids hate school?
To live up to your intellectual and creative potential, you should respect and protect the natural creativity cycle.|Piotr Wozniak|https://supermemo.guru/wiki/Natural_creativity_cycle|Natural creativity cycle
Those who do not follow the natural creativity cycle are less likely to come up with big ideas and be efficient problem solvers|Piotr Wozniak|https://supermemo.guru/wiki/Natural_creativity_cycle|Natural creativity cycle
Human brain works like a perfect inventing machine. It gathers information, converts it into coherent knowledge, creatively expands knowledge (both in waking and in sleep), and comes up with solutions to problems, action trajectories, and more.|Piotr Wozniak|https://supermemo.guru/wiki/Natural_creativity_cycle|Natural creativity cycle
For a typical school kid, learn drive is supplanted with teaching-and-homework, creativity is largely absent, and sleep is injured|Piotr Wozniak|https://supermemo.guru/wiki/Natural_creativity_cycle|Natural creativity cycle
Respect for the natural creativity cycle makes it easy to reproduce high learning and high creativity on a daily basis.|Piotr Wozniak|https://supermemo.guru/wiki/Natural_creativity_cycle|Natural creativity cycle
Incremental learning supports learn drive, dream drive, spontaneous creativity, and self-directed expansion of knowledge.|Piotr Wozniak|https://supermemo.guru/wiki/Natural_creativity_cycle|Natural creativity cycle
Psychiatry is complex, hard, and ungrateful. It can be compared to an attempt to fix a car by watching its behavior, and then by changing the fuel mix|Piotr Wozniak|https://supermemo.guru/wiki/I_have_ADHD_and_I_love_it|I have ADHD and I love it
The best solution to the mental health disorder epidemic is prevention, which requires a major change in which society functions|Piotr Wozniak|https://supermemo.guru/wiki/I_have_ADHD_and_I_love_it|I have ADHD and I love it
"""Love is more important than Ritalin"" (Dr Bruce Perry paraphrased)"|Piotr Wozniak|https://supermemo.guru/wiki/I_have_ADHD_and_I_love_it|I have ADHD and I love it
Combating ADHD with medication may suppress the benefits that come with a creative mind|Piotr Wozniak|https://supermemo.guru/wiki/I_have_ADHD_and_I_love_it|I have ADHD and I love it
Focus on short-term outcomes in schooling results in pressures extending well beyond the optimum push zone|Piotr Wozniak|https://supermemo.guru/wiki/Push_zone|Push zone
The push should transfer a kid from one area of high learntropy to another area of high learntropy. It should not push the kid into unpleasant learning!|Piotr Wozniak|https://supermemo.guru/wiki/Push_zone|Push zone
One of the greatest dangers of teaching is the illusion in which positive short-term effects obscure negative long-term outcomes|Piotr Wozniak|https://supermemo.guru/wiki/Push_zone|Push zone
The unceasing pressure of schooling may result in a constant need to increase pressure to achieve the same outcomes|Piotr Wozniak|https://supermemo.guru/wiki/Push_zone|Push zone
Education is based on wrong principles and a wrong design (Piotr Wozniak, 2017)|Piotr Wozniak|https://supermemo.guru/index.php?title=Problem_of_Schooling&oldid=18929|Problem of Schooling
Important notes: the most important ideas are marked in yellow. Those are snippets I want you to remember most from my texts. If you do not have time for reading, reviewing those notes will tell you roughly what I want to say. If you disagree, you can dig deeper in the text to figure out my reasoning|Piotr Wozniak|https://supermemo.guru/index.php?title=Problem_of_Schooling&oldid=18929|Problem of Schooling
All the child needs for healthy development is access to rich environments and freedom to navigate those environments|Piotr Wozniak|https://supermemo.guru/wiki/Baby_management|Baby management
The experience of democratic schools shows that we can help people learn without making them unhappy for life|Piotr Wozniak|https://supermemo.guru/wiki/How_school_can_ruin_a_life|How school can ruin a life
Boundaries are more often used to keep kids limited rather than keeping them safe|Piotr Wozniak|https://supermemo.guru/wiki/Optimization_of_behavioral_spaces_in_development|Optimization of behavioral spaces in development
Modern world introduces forces that confuse our rules of behavior. When it doubt, it is helpful to look at the forces of evolution, or at the life of hunter-gatherer tribes|Piotr Wozniak|https://supermemo.guru/wiki/Optimization_of_behavioral_spaces_in_development|Optimization of behavioral spaces in development
